공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
0,5,3,1,0,5,1,0,0,6,1,16,0,2596,475,17,493,6,295,13
0,3,0,1,2,6,6,0,0,12,1,43,9,563,191,372,563,6,280,13
0,5,3,1,3,4,1,0,0,5,1,19,0,3716,451,34,486,6,135,13
0,3,6,0,3,3,0,0,0,3,1,16,0,1114,205,0,205,6,180,13
0,5,0,1,3,6,2,2,0,10,1,16,0,3837,485,11,496,6,131,13
0,3,5,1,0,4,1,0,0,5,1,16,0,1234,234,234,469,6,276,13
0,5,3,1,3,5,0,0,0,5,1,16,3,1915,364,86,450,6,307,13
0,3,0,1,3,3,1,0,0,4,1,16,3,1653,327,0,327,6,78,13
0,5,3,1,0,4,3,0,0,7,1,19,0,2385,466,4,470,6,325,13
0,3,0,1,3,2,1,0,0,3,1,16,0,992,326,160,487,6,136,13
0,5,7,0,3,4,0,0,0,4,1,16,0,2615,409,82,491,6,136,13
0,5,0,1,3,5,1,0,0,6,1,19,0,2638,382,114,496,6,180,13
0,3,4,1,0,3,0,0,0,3,1,16,0,983,100,0,100,6,179,13
0,5,0,1,3,3,0,0,0,3,1,16,0,1762,249,200,449,6,179,13
0,5,3,1,3,5,0,0,0,5,1,19,3,2106,300,192,492,6,135,13
0,5,9,1,3,4,0,0,0,4,1,16,0,4000,150,62,212,6,347,13
0,5,9,1,2,4,0,0,0,4,1,16,9,3927,366,79,445,6,347,13
0,5,3,1,3,4,0,0,0,4,1,19,0,375,251,124,375,6,179,13
0,3,4,1,2,5,1,0,0,6,1,16,0,1520,190,94,284,6,273,13
0,5,0,1,3,1,0,0,0,1,1,19,0,1018,195,97,293,6,325,13
0,5,3,1,3,2,0,0,0,2,1,19,0,1157,220,5,225,6,77,13
0,5,9,1,3,7,4,0,0,11,1,16,9,3564,492,0,492,6,73,13
