공장구분,설립구분,입주형태,보유구분,등록구분,남자종업원,여자종업원,외국인남자종업원,외국인여자종업원,종업원합계,공장규모,용도지역,지목,용지면적,제조시설면적,부대시설면적,건축면적,지식산업센터명,대표업종,구
1,4,2,0,3,2,0,0,0,2,1,36,0,500,165,100,265,6,335,12
1,4,9,1,3,2,1,0,0,3,1,36,0,3532,2016,96,2112,6,154,12
1,4,5,1,0,5,0,0,0,5,1,36,0,9366,757,3558,4316,6,76,12
1,4,2,0,0,2,3,0,0,5,1,36,0,300,175,124,300,6,1,12
1,4,0,0,3,2,1,0,0,3,1,42,0,682,600,82,682,6,90,12
1,4,2,0,3,2,3,0,0,5,1,36,0,0,66,234,300,6,123,12
1,4,4,1,0,7,1,0,0,8,1,37,0,4470,5729,218,5947,6,150,12
1,4,2,0,0,1,2,0,0,3,1,36,0,0,420,0,420,6,335,12
1,4,2,0,0,2,1,0,0,3,1,36,0,143,96,47,143,6,187,12
1,4,2,0,3,2,0,0,0,2,1,36,0,0,99,66,165,6,218,12
1,4,0,0,0,11,4,0,0,15,1,38,0,6158,2485,270,2755,6,140,12
1,4,8,0,3,6,3,0,0,9,1,36,0,643,599,44,643,6,176,12
1,4,2,0,3,1,2,0,0,3,1,36,0,0,212,88,300,6,1,12
1,4,8,0,0,2,3,0,0,5,1,36,0,0,178,152,330,6,9,12
1,4,2,0,0,10,178,0,0,188,2,36,0,4958,1300,1617,2917,6,65,12
1,4,2,0,3,2,0,0,0,2,1,36,0,0,198,0,198,6,176,12
1,4,9,1,3,10,60,0,0,70,2,36,0,4241,1700,297,1997,6,63,12
1,4,9,1,3,5,1,0,0,6,1,36,0,4958,307,81,388,6,342,12
1,4,0,0,3,4,0,0,0,4,1,36,0,330,230,100,330,6,3,12
1,4,4,1,0,7,1,0,0,8,1,38,0,8266,1780,1575,3356,6,14,12
1,4,2,0,3,8,2,0,0,10,1,38,0,10546,1846,287,2133,6,38,12
1,4,9,1,3,6,0,0,0,6,1,36,0,10322,297,353,650,6,342,12
